Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,229758,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,276393,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,306993,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,285802,E,Estimated value
QV,Value of Agricultural Production,442,Luxembourg,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,305890,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,144126,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,152447,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,144323,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,157267,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,150200,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,139446,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,137784,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,153804,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,104059,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,104900,E,Estimated value
QV,Value of Agricultural Production,470,Malta,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,107326,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,11310064,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,12229120,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,11622659,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,13899573,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,12963225,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,10612897,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,10668960,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,12189774,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,12554209,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,12952518,E,Estimated value
QV,Value of Agricultural Production,528,Netherlands,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,11633484,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,18366531,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,22767154,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,22123717,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,22673316,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,22529267,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,17468987,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,16903918,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,19996416,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,19641504,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,19866951,E,Estimated value
QV,Value of Agricultural Production,616,Poland,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,21406342,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,6412361,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,6299603,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,6491155,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,6798417,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,6675156,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,5760211,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,5395956,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,6115363,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,6348848,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,6457919,E,Estimated value
QV,Value of Agricultural Production,620,Portugal,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,6392325,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,16518559,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,21832404,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,15905463,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,19671743,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,19036155,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,14896101,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,14862581,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,17159079,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,17566592,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,16798554,E,Estimated value
QV,Value of Agricultural Production,642,Romania,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,15011792,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,1650500,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,2338369,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,1978912,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,2045587,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,2190324,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,1577840,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,1696801,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,1646628,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,1874534,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,1785257,E,Estimated value
QV,Value of Agricultural Production,703,Slovakia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,1874771,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,912682,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,1036336,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,935906,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,997689,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,1000117,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,836597,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,830587,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,883924,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,925816,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,912552,E,Estimated value
QV,Value of Agricultural Production,705,Slovenia,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,955799,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,44752552,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,46332534,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,41481017,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,50451898,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,46375109,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,40789538,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,42386985,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,44235749,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,52951892,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,45677494,E,Estimated value
QV,Value of Agricultural Production,724,Spain,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,51727818,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2010,2010,1000 US$,3962059,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2011,2011,1000 US$,4704531,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2012,2012,1000 US$,4580038,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2013,2013,1000 US$,4788286,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2014,2014,1000 US$,4609151,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2015,2015,1000 US$,3707409,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2016,2016,1000 US$,3509592,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2017,2017,1000 US$,3868306,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2018,2018,1000 US$,3638770,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2019,2019,1000 US$,3742851,E,Estimated value
QV,Value of Agricultural Production,752,Sweden,57,Gross Production Value (current thousand US$),F2051,Agriculture,2020,2020,1000 US$,3853177,E,Estimated value
